name,address,city,country,lat,lng,rating,review_count,website,phone,highly_rated
Legends MMA,"292 Walker Dr #8, Brampton, ON L6T 4Z1, Canada",Mississauga,Canada,43.73809,-79.6964799,5.0,289,https://legendsmma.net/,+1 647-999-0022,True
Golden Glory Fitness and Martial Arts Academy,"2336 King George Blvd #2, Surrey, BC V4A 5A5, Canada",Surrey,Canada,49.0447822,-122.79175,5.0,283,http://goldenglory.ca/,+1 778-836-4807,True
Otzuka Club Arti Marziali,"Via Baldo degli Ubaldi, 147a, 00167 Roma RM, Italy",Rome,Italy,41.899588699999995,12.434757699999999,5.0,275,http://www.otzukaclub.com/IT,+39 06 663 7670,True
Dream Art Valencia,"C/ de l'Explorador Andrés, 7, Algirós, 46022 València, Valencia, Spain",Valencia,Spain,39.472378299999995,-0.3473072,5.0,263,http://www.jiujitsuvalencia.es/,+34 674 48 34 33,True
CAGE MMA COLOGNE BRAUNSFELD,"Stolberger Str. 370, 50933 Köln-Ehrenfeld, Germany",Köln,Germany,50.943033299999996,6.8862733,5.0,260,http://www.cage-mma.de/,+49 1515 6992259,True
META JIU JITSU ACADÉMIE,"20 Rue Héliot, 31000 Toulouse, France",Toulouse,France,43.6080026,1.4502853999999998,5.0,250,https://metajjb.fr/,+33 6 35 49 10 45,True
Immortal Martial Arts Leeds,"IMA, Limewood Centre, Limewood Approach, Seacroft, Leeds LS14 1NH, UK",Leeds,United Kingdom,53.8311281,-1.4667596999999999,5.0,250,https://immortalleeds.com/,+44 7514 585184,True
Straight Blast Gym Calgary,"401 33 St NE #8, Calgary, AB T2A 7R3, Canada",Calgary,Canada,51.054985099999996,-113.9877298,5.0,242,https://www.sbgcalgary.com/,+1 587-742-2022,True
"Legacy Fight Goods – Boxing, Muay Thai & BJJ Gear","755 Queensway E Unit 15, Mississauga, ON L4Y 4C5, Canada",Mississauga,Canada,43.5901055,-79.5913334,5.0,239,https://legacyfightgoods.com/,+1 647-584-7700,True
IPA BJJ Hamburg - Inside Position Academy,"Warnstedtstraße 12b, 22525 Hamburg, Germany",Hamburg,Germany,53.583079999999995,9.93095,5.0,236,http://www.ipabjj.de/,+49 176 91385871,True
10th Planet Jiu Jitsu Barcelona,"Carrer de Sant Pere Màrtir, 37, Gràcia, 08012 Barcelona, Spain",Barcelona,Spain,41.3997635,2.1568332,5.0,231,https://www.10thplanetbarcelona.com/,+34 611 03 48 52,True
LEGACY STRONGHOLD | Muay Thai & Brazilian Jiu-Jitsu Mississauga,"755 Queensway E Unit 15, Mississauga, ON L4Y 4C5, Canada",Mississauga,Canada,43.5901055,-79.5913334,5.0,231,http://www.legacystronghold.com/,+1 647-584-7700,True
UNIDADE jiu jitsu/Grappling/kickboxing,"65 Rue du Bourbonnais, 69009 Lyon, France",Lyon,France,45.7731687,4.797184500000001,5.0,229,https://unidade.fr/,+33 6 99 55 14 15,True
ABOUT MMA CORPS RUHRPOTT,"Weusterstr. 7, 46240 Bottrop Brüggenstr. 7, 45968 Gladbeck, 46207, Weusterstraße 7, 46240 Bottrop, Germany",Essen,Germany,51.543075099999996,6.9790143,5.0,227,http://mmacorpsruhrpott.com/,+49 163 6250865,True
Leslieville BJJ,"388 Carlaw Ave, Toronto, ON M4M 2T4, Canada",Toronto,Canada,43.6657479,-79.34251189999999,5.0,222,https://leslievillebjj.ca/,+1 647-355-5750,True
BUDO JU JUTSU | Artes Marciales | Defensa Personal | Ju Jitsu Japonés,"Calle Ntra. Sra. de las Mercedes, 3B, 41013 Sevilla, Spain",Sevilla,Spain,37.3724397,-5.9776506000000005,5.0,217,http://www.rafabudo.es/,+34 649 47 58 45,True
Sheffield Mixed Martial Arts MMA BJJ (Shootfighters),"110 Duchess Rd, Sheffield S2 4BL, UK",Sheffield,United Kingdom,53.371871899999995,-1.4653768999999999,5.0,215,http://sheffieldmma.co.uk/,,True
Brampton Brazilian Jiu Jitsu,"1295 Williams Pkwy #1305, Brampton, ON L6S 3J8, Canada",Mississauga,Canada,43.7326504,-79.73034779999999,5.0,211,http://bramptonjiujitsu.com/,+1 416-230-9653,True
Rom jiu-jitsu academy,"Carrer Francesc Oliver Batlle, 3, 46600 Alzira, Valencia, Spain",Valencia,Spain,39.153419199999995,-0.4288683,5.0,210,https://www.romjiujitsuacademy.com/,+34 687 02 14 43,True
Brazilian Jiu Jitsu Valencia,"C/ Dr. Desiderio Gallego Moya, 13, 46930 València, Valencia, Spain",Valencia,Spain,39.4835336,-0.4457062,5.0,208,,+34 655 23 49 18,True
Joslin's Mixed Martial Arts,"436 Concession St, Hamilton, ON L9A 1C2, Canada",Hamilton,Canada,43.2421073,-79.8573267,5.0,208,http://www.joslinsmma.com/,+1 905-383-3539,True
Gullo Jiu-Jitsu Barcelona,"Carrer de Viladomat, 88, Bajos, Eixample, 08015 Barcelona, Spain",Barcelona,Spain,41.3790973,2.1582806,5.0,200,http://www.gullojiujitsu.com/,+34 692 46 73 19,True
"Circle Academy - BJJ, MMA & Mobility","Carrer de Ferrer de Blanes, 5, Gràcia, 08012 Barcelona, Spain",Barcelona,Spain,41.3984862,2.1590409999999998,5.0,200,https://www.circleacademy.es/,+34 657 44 07 56,True
Kingdom MMA and Fitness,"9785 45th Ave NW, Edmonton, AB T6E 5V8, Canada",Edmonton,Canada,53.4829358,-113.48272349999999,5.0,200,http://kingdommixedmartialarts.ca/,+1 825-512-5343,True
Nexus Fighter Academy,"Hammer Steindamm 62, 20535 Hamburg-Wandsbek, Germany",Hamburg,Germany,53.5644795,10.056692199999999,5.0,198,http://www.nexusfa.com/,+49 179 9710998,True
Sampa Brazilian Jiu Jitsu Martial Arts,"1375 Rue Frank-Carrel #19, Québec, QC G1N 2E2, Canada",Québec,Canada,46.7969339,-71.25854679999999,5.0,196,http://www.sampajjb.com/,+1 418-569-9363,True
VIGORLEGIO ARTI MARZIALI,"Via Candiolo, 24, 10127 Torino TO, Italy",Turin,Italy,45.0150556,7.6564198999999995,5.0,193,http://www.vigorlegio.it/,,True
kampfIQ Studio - Kampfsportschule in Leipzig,"Braunstraße 6, 04347 Leipzig, Germany",Leipzig,Germany,51.360599900000004,12.4310849,5.0,190,https://kampfiq-studio.de/,+49 173 6105801,True
Farang Martial Arts,"2021 Williams Pkwy #2, Brampton, ON L6S 5T4, Canada",Brampton,Canada,43.7570736,-79.7037601,5.0,190,https://www.farangmartialarts.com/,+1 416-616-5575,True
Stealth BJJ - Manchester Brazilian Jiu Jitsu,"Bourne St, Chadderton, Oldham OL9 7LX, UK",Manchester,United Kingdom,53.52186,-2.1432995999999997,5.0,188,http://www.stealthbjj.com/,+44 7903 644928,True
Sentinel Jiu-Jitsu | Jiu-Jitsu Brésilien Paris 18,"4 Imp. Milord, 75018 Paris, France",Paris,France,48.896317599999996,2.3290971,5.0,182,https://www.sentinel-jiujitsu.com/,+33 6 71 98 91 08,True
MNBJJ HQ Academy (Brazilian Jiu-Jitsu),"5230 S Service Rd Ste 301, Burlington, ON L7L 5P2, Canada",Hamilton,Canada,43.3866254,-79.7642075,5.0,180,https://mnbjj.ca/,+1 905-333-5487,True
METHOD BCN - Jiu Jitsu & Grappling,"Travessera de Gràcia, 419, Horta-Guinardó, 08025 Barcelona, Spain",Barcelona,Spain,41.410543,2.1717212999999997,5.0,179,https://instagram.com/method_bcn?igshid=ZDdkNTZiNTM=,+34 663 15 04 67,True
Bairro Martial Arts Academy South,"5222 86 St NW, Edmonton, AB T6E 5J6, Canada",Edmonton,Canada,53.489619399999995,-113.4556205,5.0,172,http://bairro.ca/,+1 587-404-2848,True
Pyranha MMA Offenbach - Frankfurt,"Christian-Pleß-Straße 11-13, 63069 Offenbach am Main, Germany",Frankfurt am Main,Germany,50.098422199999995,8.7643832,5.0,166,https://www.pyranha-mma.de/,+49 15568 960369,True
Main Quest BJJ,"6020 1a St SW #5, Calgary, AB T2H 0G3, Canada",Calgary,Canada,50.9994689,-114.0665526,5.0,166,https://mainquestbjj.com/,+1 514-518-2408,True
Gracie Barra Guildford - Jiu-Jitsu & Self-Defense,"15310 103A Ave #205, Surrey, BC V3R 7A2, Canada",Surrey,Canada,49.1896841,-122.79814379999999,5.0,166,https://gbguildford.com/,+1 672-968-4400,True
Roger Gracie BJJ Academy Salford in Manchester,"260 Manchester Rd, Walkden, Worsley, Manchester M28 3TR, UK",Manchester,United Kingdom,53.5236167,-2.3844847,5.0,161,http://www.rgasalford.co.uk/,+44 7506 746662,True
IKM Krav Maga LYON,"73 Rue Quivogne, 69002 Lyon, France",Lyon,France,45.7426125,4.8231762,5.0,159,https://www.lyonkravmaga.com/,+33 6 75 05 32 15,True
BJJ DOJO Berlin,"Bergmannstraße 5, 10961 Berlin, Germany",Berlin,Germany,52.489706899999995,13.388636499999999,5.0,156,https://bjj.berlin/,+49 176 41187970,True
MIXFIGHT GYM 1 Färberstraße 10,"Färberstraße 10, 90402 Nürnberg, Germany",Nuremberg,Germany,49.4497571,11.072478199999999,5.0,156,https://mixfight-gym.de/,,True
Martial Arts Center Schmid,"Schulze-Delitzsch-Straße 2, 70771 Leinfelden-Echterdingen-Oberaichen, Germany",Stuttgart,Germany,48.706298,9.1277109,5.0,155,http://kampfsport-schmid.de/,+49 711 67330394,True
Roger Gracie Roma,"Via Pietro Ottoboni, 44/46/48, 00159 Roma RM, Italy",Rome,Italy,41.9075923,12.5396667,5.0,151,https://www.rogergracieroma.com/,+39 393 000 5160,True
Orangeville Brazilian Jiu Jitsu Academy,"75 First St, Orangeville, ON L9W 2E4, Canada",Brampton,Canada,43.9274363,-80.0987828,5.0,151,http://orangevillejiujitsu.com/,+1 416-830-6503,True
BJJ UNITED,"346 Ryding Ave Unit 101, Old Toronto, ON M6N 1H5, Canada",Toronto,Canada,43.668436799999995,-79.4823421,5.0,149,http://www.bjjunited.ca/,+1 437-988-7575,True
Rocky Mountain Brazilian Jiu Jitsu,"6419 Bowness Rd NW, Calgary, AB T3B 0E6, Canada",Calgary,Canada,51.0859667,-114.181165,5.0,145,http://www.rockymountainbjj.com/,+1 403-701-1166,True
Holistic MMA,"Kölner Str. 10, 65760 Eschborn, Germany",Frankfurt am Main,Germany,50.13175,8.571489999999999,5.0,141,http://holistic-ma.de/,+49 69 56005561,True
Ryigig7,"Hackstraße 13-15, 70190 Stuttgart Ost, Germany",Stuttgart,Germany,48.789393,9.19971,5.0,141,https://www.pittsgym.de/,+49 711 65524469,True
Kwest Muay Thai & Kickboxing,"101 Pembina Hwy, Winnipeg, MB R3L 2V5, Canada",Winnipeg,Canada,49.874891399999996,-97.1432865,5.0,141,http://www.kwestkickboxing.com/,+1 204-995-5425,True
Royal Jiu-Jitsu Québec,"3347 Rue du Carrefour, Québec, QC G1C 8J9, Canada",Québec,Canada,46.8587633,-71.2194798,5.0,138,http://www.royaljiujitsuqc.com/,+1 418-614-3331,True
Kinessi,"7 Rue Flatters, 75005 Paris, France",Paris,France,48.83795,2.3461366999999997,5.0,136,https://kinessi.fr/,+33 7 69 06 09 35,True
Tensho - Brazilian Jiu-Jitsu & Thai boxing,"Stresemannstraße 52, 22769 Hamburg-Altona, Germany",Hamburg,Germany,53.5596689,9.9602233,5.0,136,https://www.tensho.de/,+49 171 6237377,True
HOMA Sport Paris,"14 Bd Saint-Martin, 75010 Paris, France",Paris,France,48.8689751,2.3572222,5.0,135,https://www.homasport.com/,+33 6 50 24 38 11,True
BJJ Fightzone Checkmat Berlin,"Marktstraße 6, 10317 Berlin, Germany",Berlin,Germany,52.503777199999995,13.4729811,5.0,133,https://www.fightzone-berlin.de/,+49 15566 278831,True
Factory Fresh Jiu Jitsu,"6322 202 St Unit 5, Langley, BC V2Y 1N2, Canada",Surrey,Canada,49.117465,-122.66271559999998,5.0,132,https://factoryfreshbjj.com/,+1 778-386-7614,True
Gladiators MMA Duisburg,"Asterlager Str. 97, 47228 Duisburg-Rheinhausen, Germany",Duisburg,Germany,51.419073399999995,6.7060086,5.0,131,http://gladiators-mma-duisburg.de/,+49 179 6666079,True
Dojo Nine,"4127 6 St NE Unit 5, Calgary, AB T2E 6V5, Canada",Calgary,Canada,51.0893144,-114.0491199,5.0,131,http://dojonine.com/,+1 403-680-9138,True
Circulo de Jiu Jitsu,"Calle C/ Ayala.º, 71, Salamanca, 28001 Madrid, Spain",Madrid,Spain,40.4276653,-3.6829056,5.0,129,https://circulodejiujitsu.com/,+34 681 10 58 68,True
SUNNAH GRAPPLING®,"Rödelheimer Landstraße 75, 60487 Frankfurt am Main, Germany",Frankfurt am Main,Germany,50.120366399999995,8.6224099,5.0,128,https://sunnah-grappling.de/,+49 176 63409967,True
Ultimate Fighting Academy,"Wendl-Dietrich-Straße 21D, 80634 München, Germany",Munich,Germany,48.15135,11.524688099999999,5.0,127,https://www.ultimate-fighting-academy.com/,+49 172 6995002,True
"Samurai Fight Team - MMA Academy. Gracie Jiu-Jitsu, Luta Livre, Shidokan Karate, Kickboxing, Selbstverteidigung.","Prager Str. 60, 04317 Leipzig, Germany",Leipzig,Germany,51.3284364,12.3989929,5.0,127,http://www.samurai-fight-team.de/,+49 176 70406831,True
Authentic Jiu Jitsu,"3616 52 Ave NW, Calgary, AB T2L 1V9, Canada",Calgary,Canada,51.1016955,-114.1400735,5.0,127,http://www.authenticjiujitsu.com/,+1 403-473-1600,True
Renowned Martial Arts & Gymnastics Leeds,"Wira Business Park, Leeds LS16 6EB, UK",Leeds,United Kingdom,53.839023499999996,-1.609821,5.0,126,https://www.renownedmartialarts.com/leeds,+44 7855 335425,True
North Vancouver Brazilian Jiu Jitsu,"250 E Esplanade Unit 206, North Vancouver, BC V7L 1A3, Canada",Vancouver,Canada,49.3093695,-123.0743324,5.0,126,http://www.northvanbjj.com/,+1 604-770-1766,True
ANDYCONDA GYM,"Graditzer Straße 87A Sackgasse, 2. Hofabfahrt links, Fußweg links neben der Halle, Treppe zum Eingang, 50735 Köln, Germany",Köln,Germany,50.982301,6.964852,5.0,125,http://andyconda.de/,+49 221 25975846,True
Martial Instinct Center,"Deutz-Kalker Str. 124, 50679 Köln, Germany",Köln,Germany,50.9364938,6.989711499999999,5.0,123,https://martial-instinct.de/,+49 221 16909149,True
Kimura BJJ Winnipeg,"166 Meadowood Dr, Winnipeg, MB R2M 5G8, Canada",Winnipeg,Canada,49.826224499999995,-97.1090462,5.0,122,https://kimurabjj.ca/,,True
Kuzushi Grappling,"150 W Hastings St 2nd floor, Vancouver, BC V6B 1G8, Canada",Vancouver,Canada,49.2822588,-123.10897969999999,5.0,122,http://www.kuzushigrappling.com/,,True
Roll Jiu Jitsu Academy,"286 Pemberton Ave, North Vancouver, BC V7P 2R5, Canada",Vancouver,Canada,49.3200114,-123.10746589999998,5.0,122,http://www.rjja.ca/,+1 604-988-8819,True
10th Planet Jiu Jitsu Montréal,"6723 Bd Monk, Montréal, QC H4E 3J2, Canada",Montréal,Canada,45.451616,-73.59367999999999,5.0,121,https://www.10thplanetjiujitsumtl.com/,+1 438-533-3329,True
De La Costa Academy | Ottawa BJJ & Self Defense,"939 Somerset St W Second Floor, Ottawa, ON K1R 6R8, Canada",Ottawa,Canada,45.4083408,-75.7153453,5.0,121,http://www.delacosta.ca/,+1 343-202-2869,True
The Honorable Artes Marciales,"C. Spiteri, 14, Carretera de Cádiz, 29003 Málaga, Spain",Málaga,Spain,36.7027259,-4.4410294,5.0,120,http://www.thehonorable.es/,+34 638 54 60 58,True
Current Jiu Jitsu,"6810 Kitimat Rd Unit 8 and 9, Mississauga, ON L5N 5M2, Canada",Mississauga,Canada,43.607771500000005,-79.7360831,5.0,119,https://currentbjj.com/,+1 647-991-5255,True
BUDō Northwest Jiu-Jitsu Academy Vancouver,"3163 Kingsway, Vancouver, BC V5R 5K2, Canada",Vancouver,Canada,49.2353903,-123.0382396,5.0,119,https://budojiujitsuteam.com/,+1 604-836-2858,True
Invariant Jiu-Jitsu - BJJ in Hamburg,"Großmannstraße 129, 20539 Hamburg, Germany",Hamburg,Germany,53.5387783,10.056677299999999,5.0,118,https://www.invariant-jiujitsu.com/,+49 176 20055988,True
Atitude Jiu Jitsu Málaga | Musculación And Fitness | Barber Shop | Centro deportivo | Cafetería,"C. Brasilia, 25, Cruz de Humilladero, 29006 Málaga, Spain",Málaga,Spain,36.7131733,-4.4754474,5.0,118,https://www.atitudebjj.com/,+34 675 01 02 06,True
"Sanefighting / BJJ, MMA Munich","Boschetsrieder Str. 69, 81379 München-Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln, Germany",Munich,Germany,48.099562899999995,11.530218,5.0,116,http://sanefighting.de/,+49 172 8361011,True
What's Up BJJ Nürnberg,"Waldluststraße 125a, 90480 Nürnberg, Germany",Nuremberg,Germany,49.4424719,11.123805899999999,5.0,116,https://www.whatsupbjj.com/,+49 1520 3227248,True
A.S.D. Hwasong,"Salita Superiore della Noce, 37R, 16131 Genova GE, Italy",Genoa,Italy,44.4069335,8.974319399999999,5.0,116,,+39 347 890 5742,True
Neak Ta Martial Arts,"1181 Newmarket St, Ottawa, ON K1B 3V1, Canada",Ottawa,Canada,45.410522,-75.621652,5.0,116,http://www.neakta.com/,+1 613-859-6334,True
Yōso - Jiu Jitsu / Grappling,"185 Quai Pierre Dupont, 69270 Rochetaillée-sur-Saône, France",Lyon,France,45.841741999999996,4.8347698999999995,5.0,114,https://www.yosocombatclub.com/,+33 6 68 24 65 48,True
Aranha Jiu-Jitsu Lyon,"79 Rue Jean-Claude Vivant, 69100 Villeurbanne, France",Lyon,France,45.7661856,4.8681098,5.0,112,https://www.mf-jiu-jitsu-bresilien.com/,+33 6 52 32 40 17,True
Powerhouse Kickboxing,"49 Glen Rd, Hamilton, ON L8S 3M6, Canada",Hamilton,Canada,43.2623798,-79.89534619999999,5.0,112,https://www.powerhousekickboxing.com/,+1 289-684-3472,True
Gracie Barra Hamburg-Alsterdorf - Jiu-Jitsu & MMA mit Ironman Christian,"Alsterdorfer Str. 274, 22297 Hamburg-Nord, Germany",Hamburg,Germany,53.6077587,10.007822700000002,5.0,111,https://www.graciebarraalsterdorf.de/,+49 177 8605580,True
SOJIUJITSU,"1101 Baxter Rd Unit 4, Ottawa, ON K2C 3Z3, Canada",Ottawa,Canada,45.3527737,-75.7815785,5.0,111,https://www.sojiujitsu.com/,+1 613-794-5657,True
Outlaw Martial Arts,"207 Bayswater Ave, Ottawa, ON K1Y 2G8, Canada",Ottawa,Canada,45.399469499999995,-75.7159853,5.0,111,http://www.outlawma.com/,+1 819-923-7575,True
Association Aranha HQ,"105 Rue Bonnat, 31400 Toulouse, France",Toulouse,France,43.58048,1.4581962,5.0,110,http://www.association-aranha.com/,+33 6 36 66 25 95,True
Road 2 Jiu-Jitsu,"13 Bd Schloesing, 13010 Marseille, France",Marseille,France,43.275976299999996,5.3996737,5.0,109,https://www.road2jiujitsu-marseille.fr/public/,+33 6 27 40 69 37,True
AGOGE Gym Stuttgart- Selbstverteidigung & Kampfsport,"Seelbergstraße 9, 70372 Stuttgart, Germany",Stuttgart,Germany,48.80294,9.21832,5.0,108,http://www.agoge-selbstverteidigung.de/,+49 711 18069395,True
Atenea Brazilian Jiu Jitsu Team,"C. del Canal de Panamá, 3, Cdad. Lineal, 28027 Madrid, Spain",Madrid,Spain,40.4401526,-3.6512938999999998,5.0,108,https://www.ateneabjjteam.com/,+34 634 25 41 79,True
Z GRVTY Martial Arts and Fitness,"2505 Dunwin Dr #2, Mississauga, ON L5L 1T1, Canada",Mississauga,Canada,43.5300401,-79.6810361,5.0,108,https://zgrvty.com/,+1 647-244-7570,True
Gracie Barra Torino,"Via Antonio Rosmini, 7 Bis, 10126 Torino TO, Italy",Turin,Italy,45.0488748,7.672288999999999,5.0,107,http://www.graciebarratorino.com/,+39 392 114 7425,True
Mathias Ribeiro Team,"C. de Mota del Cuervo, 10, Hortaleza, 28043 Madrid, Spain",Madrid,Spain,40.4644371,-3.6348562,5.0,107,https://mathiasribeiroteam.com/,+34 640 97 17 77,True
JT6 Studio,"28 Industrial St Unit 218, East York, ON M4G 1Y9, Canada",Toronto,Canada,43.7084061,-79.3592695,5.0,107,http://www.jt6studio.ca/,+1 437-580-9898,True
The Grappling Garden,"100 Frid St #15, Hamilton, ON L8P 4M4, Canada",Hamilton,Canada,43.25745,-79.89371,5.0,107,https://www.grapplinggarden.ca/,+1 365-833-4209,True
Julien Instructeur Self Defense & Combat,"54 Cr Vitton, 69006 Lyon, France",Lyon,France,45.7695493,4.8548555,5.0,105,https://www.instagram.com/unitedexperiencesclub/?utm_source=gmb,+33 6 09 66 18 70,True
Deiga Studio,"Ingolstädter Str. 20-22, 80807 München, Germany",Munich,Germany,48.186445,11.5849733,5.0,104,https://deiga-studio.com/,+49 176 74543171,True
Process Academy Stuttgart,"Leuschnerstraße 45, 70176 Stuttgart, Germany",Stuttgart,Germany,48.7759897,9.164045,5.0,104,https://www.processacademy-stuttgart.de/,+49 1522 1747641,True
Sportschule West Stuttgart,"Gutenbergstraße 16A, 70176 Stuttgart-West, Germany",Stuttgart,Germany,48.7743116,9.165008799999999,5.0,104,http://www.sportschule-west.de/,+49 1517 0078805,True
AURORA MMA ROMA,"Via degli Alberini, 31, 00155 Roma RM, Italy",Rome,Italy,41.918703199999996,12.566974400000001,5.0,103,http://www.auroramma.com/,+39 340 075 6168,True
Oracle Jiu Jitsu Martial Arts BJJ Mississauga,"12 Falconer Dr Unit 11, Mississauga, ON L5N 3L9, Canada",Mississauga,Canada,43.5932102,-79.72568679999999,5.0,103,https://oraclejiujitsu.com/,+1 647-680-7873,True
Onward Brazilian Jiu Jitsu Leeds,"Enterprise & Arts Centre, Bennett Rd, Headingley, Leeds LS6 3HN, UK",Leeds,United Kingdom,53.8204001,-1.5785588,5.0,101,http://www.onwardbrazilianjiujitsu.com/,+44 7969 462627,True
Kongs Gym Stuttgart Vaihingen,"Ernsthaldenstraße 17, 70565 Stuttgart, Germany",Stuttgart,Germany,48.7284675,9.1193817,5.0,100,https://kongs-gym.de/stgt-vaihingen/,+49 15562 395956,True
Jiu-Jitsu Montreal | Gracie Barra Saint-Laurent,"2167 Blvd. Marcel-Laurin, Montréal, QC H4R 1K4, Canada",Montréal,Canada,45.5199073,-73.7024479,5.0,100,https://www.gbsaintlaurent.ca/,+1 514-243-5455,True
The Ottawa Jiu Jitsu Club,"1484 Scott St, Ottawa, ON K1Y 2N4, Canada",Ottawa,Canada,45.4052744,-75.73014289999999,5.0,100,http://www.theottawajiujitsuclub.com/,,True
101 Academy Jiu Jitsu,"5192 80 Ave S E, Calgary, AB T2C 2X3, Canada",Calgary,Canada,50.980798,-113.96058000000001,5.0,98,http://101academy.ca/,+1 587-355-5795,True
Club Free Style BJJ · Salesianos Paseo,"C. de Cabello Lapiedra, 4, Latina, 28011 Madrid, Spain",Madrid,Spain,40.410430999999996,-3.7339708999999996,5.0,97,https://www.clubfreestylebjj.com/,+34 681 99 04 46,True
Kampfsportschule Leipzig Lindenau,"Lützner Str. 204, 04179 Leipzig, Germany",Leipzig,Germany,51.32967,12.31246,5.0,96,http://kampfsportschule-leipzig.de/,+49 178 8599354,True
Pound for Pound Gym - BJJ Munich,"Boschetsrieder Str. 60, 81379 München, Germany",Munich,Germany,48.100109499999995,11.530871,5.0,95,http://www.bjjmuenchen.com/,+49 176 63034804,True
Nemeos Jiu Jitsu - Brazilian Jiu Jitsu,"Via Ostiense, 71E, 00154 Roma RM, Italy",Rome,Italy,41.8726936,12.4804698,5.0,95,https://www.nemeosacademy.com/,+39 06 5272 7400,True
CircaFit Training Centre & Large Martial Arts,"60 Armstrong Ave Unit 2, Georgetown, ON L7G 4R9, Canada",Brampton,Canada,43.655497499999996,-79.8948636,5.0,95,http://www.circafit.com/,+1 905-702-0200,True
Jiu Jitsu Vancouver - Lapel Arts,"1224 W Broadway, Vancouver, BC V6H 3V1, Canada",Vancouver,Canada,49.263311599999994,-123.13196850000001,5.0,93,http://www.lapelarts.ca/,+1 604-767-6490,True
Reinaldo Ribeiro Team Barcelona Jiu-Jitsu,"Carrer de la Bòbila, 6, Sants-Montjuïc, 08004 Barcelona, Spain",Barcelona,Spain,41.373297699999995,2.1583587,5.0,92,http://reinaldoribeiroteam.com/,+34 600 65 13 75,True
Tried & True Jiu Jitsu,"Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2, Canada",Calgary,Canada,50.992295,-114.05551299999999,5.0,92,http://www.triedandtruejj.ca/,+1 587-999-0315,True
KING Muay Thai / MMA Team Cologne,"Neue Weyerstraße 5, 50676 Köln, Germany",Köln,Germany,50.9293474,6.9444973,5.0,91,https://www.king-mma.com/,+49 178 6665545,True
